RegionID,Hospital,State,Local Hospital Network (LHN),Time period,Year,Category,Number of patient admissions
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,2012–13,2013,Surgical (non-emergency),12303
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,2013–14,2014,Surgical (non-emergency),11948
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,2014–15,2015,Surgical (non-emergency),11703
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,2015–16,2016,Surgical (non-emergency),10972
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,2016–17,2017,Surgical (non-emergency),10732
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,2011–12,2012,Total,68283
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,2012–13,2013,Total,68977
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,2013–14,2014,Total,75457
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,2014–15,2015,Total,77065
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,2015–16,2016,Total,76871
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,2016–17,2017,Total,79546
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2011–12,2012,Childbirth,0
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2012–13,2013,Childbirth,0
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2013–14,2014,Childbirth,0
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2014–15,2015,Childbirth,0
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2015–16,2016,Childbirth,0
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2016–17,2017,Childbirth,0
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2011–12,2012,Medical (emergency),0
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2012–13,2013,Medical (emergency),0
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2013–14,2014,Medical (emergency),3
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2014–15,2015,Medical (emergency),3
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2015–16,2016,Medical (emergency),0
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2016–17,2017,Medical (emergency),0
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2011–12,2012,Medical (non-emergency),93
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2012–13,2013,Medical (non-emergency),72
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2013–14,2014,Medical (non-emergency),79
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2014–15,2015,Medical (non-emergency),87
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2015–16,2016,Medical (non-emergency),84
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2016–17,2017,Medical (non-emergency),97
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2011–12,2012,Other acute (emergency),0
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2012–13,2013,Other acute (emergency),0
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2013–14,2014,Other acute (emergency),0
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2014–15,2015,Other acute (emergency),0
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2015–16,2016,Other acute (emergency),0
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2016–17,2017,Other acute (emergency),0
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2011–12,2012,Other acute (non-emergency),0
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2012–13,2013,Other acute (non-emergency),0
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2013–14,2014,Other acute (non-emergency),0
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2014–15,2015,Other acute (non-emergency),0
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2015–16,2016,Other acute (non-emergency),0
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2016–17,2017,Other acute (non-emergency),0
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2011–12,2012,Other subacute and non-acute,0
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2012–13,2013,Other subacute and non-acute,0
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2013–14,2014,Other subacute and non-acute,0
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2014–15,2015,Other subacute and non-acute,0
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2015–16,2016,Other subacute and non-acute,0
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2016–17,2017,Other subacute and non-acute,0
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2011–12,2012,Palliative,0
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2012–13,2013,Palliative,0
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2013–14,2014,Palliative,0
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2014–15,2015,Palliative,0
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2015–16,2016,Palliative,0
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2016–17,2017,Palliative,0
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2011–12,2012,Rehabilitation,0
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2012–13,2013,Rehabilitation,0
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2013–14,2014,Rehabilitation,0
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2014–15,2015,Rehabilitation,0
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2015–16,2016,Rehabilitation,0
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2016–17,2017,Rehabilitation,0
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2011–12,2012,Specialist mental health,0
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2012–13,2013,Specialist mental health,0
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2013–14,2014,Specialist mental health,0
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2014–15,2015,Specialist mental health,0
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2015–16,2016,Specialist mental health,0
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2016–17,2017,Specialist mental health,0
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2011–12,2012,Surgical (emergency),3
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2012–13,2013,Surgical (emergency),3
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2013–14,2014,Surgical (emergency),5
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2014–15,2015,Surgical (emergency),0
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2015–16,2016,Surgical (emergency),0
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2016–17,2017,Surgical (emergency),3
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2011–12,2012,Surgical (non-emergency),1561
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2012–13,2013,Surgical (non-emergency),1590
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2013–14,2014,Surgical (non-emergency),1577
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2014–15,2015,Surgical (non-emergency),1574
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2015–16,2016,Surgical (non-emergency),1649
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2016–17,2017,Surgical (non-emergency),1546
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2011–12,2012,Total,1654
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2012–13,2013,Total,1662
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2013–14,2014,Total,1661
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2014–15,2015,Total,1661
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2015–16,2016,Total,1733
Sydney Inner City 11703,Royal Prince Alfred Institute of Rheumatology & Orthopaedics,NSW,Sydney,2016–17,2017,Total,1643
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2011–12,2012,Childbirth,0
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2012–13,2013,Childbirth,0
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2013–14,2014,Childbirth,0
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2014–15,2015,Childbirth,0
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2015–16,2016,Childbirth,0
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2016–17,2017,Childbirth,0
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2011–12,2012,Medical (emergency),0
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2012–13,2013,Medical (emergency),0
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2013–14,2014,Medical (emergency),0
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2014–15,2015,Medical (emergency),3
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2015–16,2016,Medical (emergency),3
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2016–17,2017,Medical (emergency),0
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2011–12,2012,Medical (non-emergency),0
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2012–13,2013,Medical (non-emergency),0
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2013–14,2014,Medical (non-emergency),0
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2014–15,2015,Medical (non-emergency),0
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2015–16,2016,Medical (non-emergency),6
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2016–17,2017,Medical (non-emergency),5
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2011–12,2012,Other acute (emergency),0
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2012–13,2013,Other acute (emergency),0
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2013–14,2014,Other acute (emergency),0
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2014–15,2015,Other acute (emergency),0
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2015–16,2016,Other acute (emergency),0
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2016–17,2017,Other acute (emergency),0
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2011–12,2012,Other acute (non-emergency),0
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2012–13,2013,Other acute (non-emergency),0
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2013–14,2014,Other acute (non-emergency),0
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2014–15,2015,Other acute (non-emergency),0
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2015–16,2016,Other acute (non-emergency),0
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2016–17,2017,Other acute (non-emergency),0
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2011–12,2012,Other subacute and non-acute,0
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2012–13,2013,Other subacute and non-acute,0
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2013–14,2014,Other subacute and non-acute,0
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2014–15,2015,Other subacute and non-acute,0
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2015–16,2016,Other subacute and non-acute,0
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2016–17,2017,Other subacute and non-acute,0
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2011–12,2012,Palliative,0
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2012–13,2013,Palliative,0
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2013–14,2014,Palliative,0
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2014–15,2015,Palliative,0
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2015–16,2016,Palliative,0
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2016–17,2017,Palliative,0
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2011–12,2012,Rehabilitation,0
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2012–13,2013,Rehabilitation,0
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2013–14,2014,Rehabilitation,3
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2014–15,2015,Rehabilitation,0
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2015–16,2016,Rehabilitation,3
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2016–17,2017,Rehabilitation,0
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2011–12,2012,Specialist mental health,267
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2012–13,2013,Specialist mental health,298
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2013–14,2014,Specialist mental health,271
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2014–15,2015,Specialist mental health,265
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2015–16,2016,Specialist mental health,297
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2016–17,2017,Specialist mental health,300
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2011–12,2012,Surgical (emergency),0
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2012–13,2013,Surgical (emergency),0
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2013–14,2014,Surgical (emergency),0
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2014–15,2015,Surgical (emergency),0
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2015–16,2016,Surgical (emergency),0
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2016–17,2017,Surgical (emergency),0
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2011–12,2012,Surgical (non-emergency),0
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2012–13,2013,Surgical (non-emergency),0
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2013–14,2014,Surgical (non-emergency),0
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2014–15,2015,Surgical (non-emergency),0
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2015–16,2016,Surgical (non-emergency),0
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2016–17,2017,Surgical (non-emergency),0
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2011–12,2012,Total,267
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2012–13,2013,Total,298
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2013–14,2014,Total,271
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2014–15,2015,Total,265
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2015–16,2016,Total,303
Sydney Inner City 11703,Thomas Walker Hospital,NSW,Sydney,2016–17,2017,Total,305
Sydney Inner City 11703,Tresillian Care Centres,NSW,Sydney,2011–12,2012,Childbirth,0
Sydney Inner City 11703,Tresillian Care Centres,NSW,Sydney,2012–13,2013,Childbirth,0
Sydney Inner City 11703,Tresillian Care Centres,NSW,Sydney,2013–14,2014,Childbirth,0
Sydney Inner City 11703,Tresillian Care Centres,NSW,Sydney,2014–15,2015,Childbirth,0
Sydney Inner City 11703,Tresillian Care Centres,NSW,Sydney,2015–16,2016,Childbirth,0
Sydney Inner City 11703,Tresillian Care Centres,NSW,Sydney,2016–17,2017,Childbirth,0
Sydney Inner City 11703,Tresillian Care Centres,NSW,Sydney,2011–12,2012,Medical (emergency),0
Sydney Inner City 11703,Tresillian Care Centres,NSW,Sydney,2012–13,2013,Medical (emergency),0
