RegionID,Hospital,State,Local Hospital Network (LHN),Peer group,Time period,Year,Category,Total number of stays,Number of overnight stays,Percentage of overnight stays,Average length of stay (days),Total overnight patient bed days
Sydney Inner City 11703,Concord Hospital,NSW,Sydney,Major hospitals,2016–17,2017,Gallbladder removal,148,147,99%,2.00,299
Sydney Inner City 11703,Concord Hospital,NSW,Sydney,Major hospitals,2011–12,2012,Gynaecological reconstructive procedures,67,63,94%,2.30,142
Sydney Inner City 11703,Concord Hospital,NSW,Sydney,Major hospitals,2012–13,2013,Gynaecological reconstructive procedures,92,82,89%,2.10,174
Sydney Inner City 11703,Concord Hospital,NSW,Sydney,Major hospitals,2013–14,2014,Gynaecological reconstructive procedures,66,55,83%,2.10,116
Sydney Inner City 11703,Concord Hospital,NSW,Sydney,Major hospitals,2014–15,2015,Gynaecological reconstructive procedures,52,47,90%,NA,99
Sydney Inner City 11703,Concord Hospital,NSW,Sydney,Major hospitals,2015–16,2016,Gynaecological reconstructive procedures,42,38,90%,NA,77
Sydney Inner City 11703,Concord Hospital,NSW,Sydney,Major hospitals,2016–17,2017,Gynaecological reconstructive procedures,39,34,87%,NA,70
Sydney Inner City 11703,Concord Hospital,NSW,Sydney,Major hospitals,2011–12,2012,Hysterectomy,24,24,100%,NA,76
Sydney Inner City 11703,Concord Hospital,NSW,Sydney,Major hospitals,2012–13,2013,Hysterectomy,25,25,100%,NA,79
Sydney Inner City 11703,Concord Hospital,NSW,Sydney,Major hospitals,2013–14,2014,Hysterectomy,23,23,100%,NA,67
Sydney Inner City 11703,Concord Hospital,NSW,Sydney,Major hospitals,2014–15,2015,Hysterectomy,22,22,100%,NA,61
Sydney Inner City 11703,Concord Hospital,NSW,Sydney,Major hospitals,2015–16,2016,Hysterectomy,12,12,100%,NA,30
Sydney Inner City 11703,Concord Hospital,NSW,Sydney,Major hospitals,2016–17,2017,Hysterectomy,14,14,100%,NA,43
Sydney Inner City 11703,Concord Hospital,NSW,Sydney,Major hospitals,2011–12,2012,Knee replacement,106,106,100%,6.20,655
Sydney Inner City 11703,Concord Hospital,NSW,Sydney,Major hospitals,2012–13,2013,Knee replacement,107,107,100%,6.40,682
Sydney Inner City 11703,Concord Hospital,NSW,Sydney,Major hospitals,2013–14,2014,Knee replacement,99,99,100%,5.80,576
Sydney Inner City 11703,Concord Hospital,NSW,Sydney,Major hospitals,2014–15,2015,Knee replacement,102,102,100%,5.70,583
Sydney Inner City 11703,Concord Hospital,NSW,Sydney,Major hospitals,2015–16,2016,Knee replacement,138,138,100%,5.60,769
Sydney Inner City 11703,Concord Hospital,NSW,Sydney,Major hospitals,2016–17,2017,Knee replacement,146,146,100%,4.10,601
Sydney Inner City 11703,Concord Hospital,NSW,Sydney,Major hospitals,2011–12,2012,Hip replacement,104,104,100%,6.70,695
Sydney Inner City 11703,Concord Hospital,NSW,Sydney,Major hospitals,2012–13,2013,Hip replacement,125,125,100%,7.10,892
Sydney Inner City 11703,Concord Hospital,NSW,Sydney,Major hospitals,2013–14,2014,Hip replacement,86,86,100%,6.50,559
Sydney Inner City 11703,Concord Hospital,NSW,Sydney,Major hospitals,2014–15,2015,Hip replacement,86,86,100%,6.70,580
Sydney Inner City 11703,Concord Hospital,NSW,Sydney,Major hospitals,2015–16,2016,Hip replacement,103,103,100%,6.10,628
Sydney Inner City 11703,Concord Hospital,NSW,Sydney,Major hospitals,2016–17,2017,Hip replacement,106,106,100%,5.80,617
Sydney Inner City 11703,Concord Hospital,NSW,Sydney,Major hospitals,2011–12,2012,Prostate removal,99,99,100%,2.70,268
Sydney Inner City 11703,Concord Hospital,NSW,Sydney,Major hospitals,2012–13,2013,Prostate removal,96,95,99%,2.40,227
Sydney Inner City 11703,Concord Hospital,NSW,Sydney,Major hospitals,2013–14,2014,Prostate removal,92,91,99%,2.30,210
Sydney Inner City 11703,Concord Hospital,NSW,Sydney,Major hospitals,2014–15,2015,Prostate removal,84,84,100%,2.20,185
Sydney Inner City 11703,Concord Hospital,NSW,Sydney,Major hospitals,2015–16,2016,Prostate removal,73,73,100%,2.50,182
Sydney Inner City 11703,Concord Hospital,NSW,Sydney,Major hospitals,2016–17,2017,Prostate removal,60,60,100%,2.70,164
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2011–12,2012,Vaginal delivery,"2,547","2,512",99%,3.10,"7,785"
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2012–13,2013,Vaginal delivery,"2,561","2,516",98%,3.00,"7,555"
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2013–14,2014,Vaginal delivery,"2,438","2,387",98%,2.80,"6,745"
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2014–15,2015,Vaginal delivery,"2,386","2,337",98%,2.90,"6,844"
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2015–16,2016,Vaginal delivery,"2,403","2,354",98%,3.00,"6,975"
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2016–17,2017,Vaginal delivery,"2,424","2,375",98%,3.00,"7,092"
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2011–12,2012,Caesarean delivery,"1,126","1,126",100%,4.60,"5,162"
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2012–13,2013,Caesarean delivery,979,979,100%,4.50,"4,359"
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2013–14,2014,Caesarean delivery,"1,057","1,057",100%,4.20,"4,444"
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2014–15,2015,Caesarean delivery,992,992,100%,4.20,"4,169"
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2015–16,2016,Caesarean delivery,"1,004","1,004",100%,4.40,"4,389"
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2016–17,2017,Caesarean delivery,"1,019","1,019",100%,4.40,"4,466"
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2011–12,2012,Cellulitis,301,280,93%,3.40,946
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2012–13,2013,Cellulitis,373,346,93%,3.30,"1,149"
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2013–14,2014,Cellulitis,482,386,80%,3.40,"1,298"
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2014–15,2015,Cellulitis,529,407,77%,3.30,"1,362"
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2015–16,2016,Cellulitis,585,437,75%,3.10,"1,371"
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2016–17,2017,Cellulitis,731,556,76%,3.00,"1,687"
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2011–12,2012,Chronic Obstructive Pulmonary Disease (without complications),417,400,96%,5.50,"2,207"
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2012–13,2013,Chronic Obstructive Pulmonary Disease (without complications),350,334,95%,5.10,"1,714"
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2013–14,2014,Chronic Obstructive Pulmonary Disease (without complications),447,396,89%,5.30,"2,084"
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2014–15,2015,Chronic Obstructive Pulmonary Disease (without complications),414,367,89%,4.90,"1,789"
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2015–16,2016,Chronic Obstructive Pulmonary Disease (without complications),394,329,84%,5.20,"1,696"
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2016–17,2017,Chronic Obstructive Pulmonary Disease (without complications),480,418,87%,5.20,"2,180"
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2011–12,2012,Chronic Obstructive Pulmonary Disease (with complications),79,79,100%,10.10,797
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2012–13,2013,Chronic Obstructive Pulmonary Disease (with complications),135,135,100%,9.90,"1,340"
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2013–14,2014,Chronic Obstructive Pulmonary Disease (with complications),121,120,99%,10.40,"1,247"
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2014–15,2015,Chronic Obstructive Pulmonary Disease (with complications),123,123,100%,9.00,"1,103"
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2015–16,2016,Chronic Obstructive Pulmonary Disease (with complications),107,107,100%,9.00,967
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2016–17,2017,Chronic Obstructive Pulmonary Disease (with complications),126,125,99%,9.80,"1,223"
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2011–12,2012,Heart failure (without complications),284,276,97%,5.50,"1,515"
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2012–13,2013,Heart failure (without complications),244,230,94%,5.50,"1,270"
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2013–14,2014,Heart failure (without complications),271,247,91%,4.90,"1,210"
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2014–15,2015,Heart failure (without complications),290,259,89%,4.50,"1,167"
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2015–16,2016,Heart failure (without complications),256,224,88%,4.60,"1,030"
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2016–17,2017,Heart failure (without complications),295,258,87%,4.40,"1,145"
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2011–12,2012,Heart failure (with complications),102,102,100%,10.30,"1,052"
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2012–13,2013,Heart failure (with complications),119,119,100%,11.20,"1,332"
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2013–14,2014,Heart failure (with complications),125,125,100%,11.30,"1,411"
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2014–15,2015,Heart failure (with complications),137,136,99%,10.00,"1,358"
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2015–16,2016,Heart failure (with complications),155,155,100%,9.90,"1,529"
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2016–17,2017,Heart failure (with complications),152,152,100%,9.60,"1,459"
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2011–12,2012,Kidney and urinary tract infections (without complications),360,304,84%,3.00,921
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2012–13,2013,Kidney and urinary tract infections (without complications),302,254,84%,2.90,738
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2013–14,2014,Kidney and urinary tract infections (without complications),408,282,69%,3.30,924
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2014–15,2015,Kidney and urinary tract infections (without complications),396,276,70%,3.00,824
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2015–16,2016,Kidney and urinary tract infections (without complications),435,293,67%,3.10,911
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2016–17,2017,Kidney and urinary tract infections (without complications),475,339,71%,2.90,972
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2011–12,2012,Kidney and urinary tract infections (with complications),164,162,99%,8.30,"1,343"
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2012–13,2013,Kidney and urinary tract infections (with complications),170,168,99%,7.30,"1,218"
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2013–14,2014,Kidney and urinary tract infections (with complications),203,198,98%,8.10,"1,601"
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2014–15,2015,Kidney and urinary tract infections (with complications),195,191,98%,8.80,"1,673"
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2015–16,2016,Kidney and urinary tract infections (with complications),183,180,98%,7.70,"1,390"
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2016–17,2017,Kidney and urinary tract infections (with complications),158,153,97%,8.80,"1,353"
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2011–12,2012,Appendix removal,211,211,100%,2.50,519
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2012–13,2013,Appendix removal,186,186,100%,2.20,413
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2013–14,2014,Appendix removal,216,213,99%,2.20,466
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2014–15,2015,Appendix removal,243,243,100%,2.40,584
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2015–16,2016,Appendix removal,267,267,100%,2.20,578
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2016–17,2017,Appendix removal,228,228,100%,2.00,453
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2011–12,2012,Gallbladder removal,250,247,99%,2.20,541
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2012–13,2013,Gallbladder removal,260,258,99%,2.00,509
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2013–14,2014,Gallbladder removal,255,253,99%,2.10,542
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2014–15,2015,Gallbladder removal,260,258,99%,2.20,556
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2015–16,2016,Gallbladder removal,270,266,99%,2.20,592
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2016–17,2017,Gallbladder removal,284,279,98%,1.90,528
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2011–12,2012,Gynaecological reconstructive procedures,135,118,87%,2.50,294
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2012–13,2013,Gynaecological reconstructive procedures,116,97,84%,2.30,221
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2013–14,2014,Gynaecological reconstructive procedures,120,100,83%,2.30,231
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2014–15,2015,Gynaecological reconstructive procedures,102,87,85%,2.00,177
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2015–16,2016,Gynaecological reconstructive procedures,115,88,77%,2.30,203
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2016–17,2017,Gynaecological reconstructive procedures,85,71,84%,2.30,161
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2011–12,2012,Hysterectomy,177,177,100%,2.90,505
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2012–13,2013,Hysterectomy,185,185,100%,2.60,474
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2013–14,2014,Hysterectomy,194,194,100%,2.40,460
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2014–15,2015,Hysterectomy,169,169,100%,2.50,416
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2015–16,2016,Hysterectomy,166,166,100%,2.70,452
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2016–17,2017,Hysterectomy,149,147,99%,2.70,398
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2011–12,2012,Knee replacement,17,17,100%,NA,133
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2012–13,2013,Knee replacement,14,14,100%,NA,93
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2013–14,2014,Knee replacement,14,14,100%,NA,100
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2014–15,2015,Knee replacement,17,17,100%,NA,129
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2015–16,2016,Knee replacement,18,18,100%,NA,133
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2016–17,2017,Knee replacement,9,9,NA,NA,57
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2011–12,2012,Hip replacement,51,51,100%,9.30,472
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2012–13,2013,Hip replacement,46,46,100%,NA,401
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2013–14,2014,Hip replacement,41,41,100%,NA,396
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2014–15,2015,Hip replacement,58,58,100%,12.50,727
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2015–16,2016,Hip replacement,45,45,100%,NA,405
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2016–17,2017,Hip replacement,50,50,100%,8.10,403
Sydney Inner City 11703,Royal Prince Alfred Hospital,NSW,Sydney,Major hospitals,2011–12,2012,Prostate removal,37,37,100%,NA,123
